RowType,ComponentID,IPN,Category,Value,Description,Package,Tolerance,Resistance,Capacitance,Inductance,Project,ProjectName,UUID,SourceFile,Reference,Color,W,A,V,Temperature Coefficient,Voltage,Wavelength,mcd,Symbol,Footprint,footprint_full,symbol_name,ki_keywords,Datasheet,Height,Manufacturer_Name,Manufacturer_Part_Number,Mouser Part Number,Mouser Price/Stock,Sim.Device,Sim.Pins,Current,Power,LCSC,OPL,ComponentName,Keywords,SMD,Type,Name,Form,Pins,Pitch,Angle,Frequency,Mouser,Mouser Link,LCSC Link,Priority,Status,Manufacturer,MPN
COMPONENT,REQ1|CAT=CAP|VAL=1.0UF|PKG=0603|TOL=~|V=50V|A=|W=|TYPE=,,CAP,1.0uF,Unpolarized capacitor,0603,~,,1.0uF,,/Users/jplocher/Dropbox/KiCad/projects/AltmillSwitchController,AltmillSwitchController,8af8ed80-93c3-4036-b431-6c21ecba8003,/Users/jplocher/Dropbox/KiCad/projects/AltmillSwitchController/AltmillSwitchController.kicad_sch,C1,,,,,X5R,50V,,,PCM_SPCoast:C,SPCoast:0603-CAP,SPCoast:0603-CAP,PCM_SPCoast:C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=CAP|VAL=1000UF|PKG=CP_ELEC_10X10|TOL=~|V=16V|A=|W=|TYPE=,,CAP,1000uF,Polarized capacitor,CP_Elec_10x10,~,,1000uF,,/Users/jplocher/Dropbox/KiCad/projects/AltmillSwitchController,AltmillSwitchController,b6d392ed-34cd-4e0c-bb5f-14b00b83231e,/Users/jplocher/Dropbox/KiCad/projects/AltmillSwitchController/AltmillSwitchController.kicad_sch,C2,,,,,,16V,,,Device:C_Polarized,Capacitor_SMD:CP_Elec_10x10,Capacitor_SMD:CP_Elec_10x10,Device:C_Polarized,,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=IC|VAL=4N28SM|PKG=SMDIP-6_W7.62MM|TOL=|V=|A=|W=|TYPE=,,IC,4N28SM,"DC Optocoupler Base Connected, Vce 30V, CTR 10%, Viso 2500V, DIP6",SMDIP-6_W7.62mm,,,,,/Users/jplocher/Dropbox/KiCad/projects/AltmillSwitchController,AltmillSwitchController,6bc8c1db-9bc6-4b4e-9cd8-e81991f1dfa4,/Users/jplocher/Dropbox/KiCad/projects/AltmillSwitchController/AltmillSwitchController.kicad_sch,U1,,,,,,,,,Isolator:4N28,Package_DIP:SMDIP-6_W7.62mm,Package_DIP:SMDIP-6_W7.62mm,Isolator:4N28,,https://www.vishay.com/docs/83725/4n25.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=RES|VAL=330R|PKG=0603|TOL=~|V=|A=|W=100MW|TYPE=,,RES,330R,"Resistor, US symbol",0603,~,330R,,,/Users/jplocher/Dropbox/KiCad/projects/AltmillSwitchController,AltmillSwitchController,09f7538d-941f-4fa9-8705-45fb695595ed,/Users/jplocher/Dropbox/KiCad/projects/AltmillSwitchController/AltmillSwitchController.kicad_sch,R1,,100mW,,,,,,,PCM_SPCoast:R,SPCoast:0603-RES,SPCoast:0603-RES,PCM_SPCoast:R,,~,,,,,,,,,~,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=RES|VAL=10K|PKG=0603|TOL=~|V=|A=|W=100MW|TYPE=,,RES,10K,"Resistor, US symbol",0603,~,10K,,,/Users/jplocher/Dropbox/KiCad/projects/AltmillSwitchController,AltmillSwitchController,593759d5-5376-4caf-96cf-2e3d169ec4b8,/Users/jplocher/Dropbox/KiCad/projects/AltmillSwitchController/AltmillSwitchController.kicad_sch,R3,,100mW,,,,,,,PCM_SPCoast:R,SPCoast:0603-RES,SPCoast:0603-RES,PCM_SPCoast:R,,~,,,,,,,,,~,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=RES|VAL=CPC1709J|PKG=RELAY_CPC1709J|TOL=|V=|A=|W=|TYPE=,,RES,CPC1709J,"60V Single-Pole, Normally Open DC-Only Power Relay",Relay_CPC1709J,,,,,/Users/jplocher/Dropbox/KiCad/projects/AltmillSwitchController,AltmillSwitchController,8dd86fb6-5b12-4f40-aa54-a5683dd30350,/Users/jplocher/Dropbox/KiCad/projects/AltmillSwitchController/AltmillSwitchController.kicad_sch,K1,,,,,,,,,PCM_SPCoast:Relay_CPC1709J,SPCoast:Relay_CPC1709J,SPCoast:Relay_CPC1709J,PCM_SPCoast:Relay_CPC1709J,,https://www.littelfuse.com/media?resourcetype=datasheets&itemid=542a0e2b-9dbe-4c28-83b0-704319326024&filename=littelfuse-integrated-circuits-cpc1709-series-datasheet,29.159,LITTELFUSE,CPC1709J,849-CPC1709J,https://www.mouser.co.uk/ProductDetail/IXYS-Integrated-Circuits/CPC1709J?qs=h2iAtNzNjMSNTqluJg%2Fd9A%3D%3D,,,6A,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=RES|VAL=22K|PKG=0603|TOL=~|V=|A=|W=100MW|TYPE=,,RES,22K,"Resistor, US symbol",0603,~,22K,,,/Users/jplocher/Dropbox/KiCad/projects/AltmillSwitchController,AltmillSwitchController,c7a4bc99-42e0-4509-aa47-20778238d5dd,/Users/jplocher/Dropbox/KiCad/projects/AltmillSwitchController/AltmillSwitchController.kicad_sch,R4,,100mW,,,,,,,PCM_SPCoast:R,SPCoast:0603-RES,SPCoast:0603-RES,PCM_SPCoast:R,,~,,,,,,,,,~,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=UNK|VAL=WS2812B|PKG=WS2812B|TOL=|V=5V|A=|W=|TYPE=,,Unknown,WS2812B,RGB LED Neopixel,WS2812B,,,,,/Users/jplocher/Dropbox/KiCad/projects/AltmillSwitchController,AltmillSwitchController,6f179e85-189e-48a1-957f-bc57591f510a,/Users/jplocher/Dropbox/KiCad/projects/AltmillSwitchController/AltmillSwitchController.kicad_sch,LED6,RGB,,,,,5V,,,PCM_SPCoast:WS2812B5050,SPCoast:WS2812B,SPCoast:WS2812B,PCM_SPCoast:WS2812B5050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=UNK|VAL=BAT54A|PKG=SOT-23|TOL=|V=|A=|W=|TYPE=,,Unknown,BAT54A,schottky barrier diode,sot-23,,,,,/Users/jplocher/Dropbox/KiCad/projects/AltmillSwitchController,AltmillSwitchController,b0b0f065-5028-47a1-abf6-3b2449908820,/Users/jplocher/Dropbox/KiCad/projects/AltmillSwitchController/AltmillSwitchController.kicad_sch,D1,,,,,,,,,Diode:BAT54A,Package_TO_SOT_SMD:SOT-23,Package_TO_SOT_SMD:SOT-23,Diode:BAT54A,,http://www.diodes.com/_files/datasheets/ds11005.pdf,,,,,,D,1=K 2=A,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=CAP|VAL=1000UF|PKG=CP_ELEC_10X10|TOL=|V=|A=|W=|TYPE=,,CAP,1000uF,Polarized capacitor,CP_Elec_10x10,,,,,/Users/jplocher/Dropbox/KiCad/projects/AltmillSwitchRemote,AltmillSwitchRemote,30ab4d81-d85d-4336-a713-f20d6a797a94,/Users/jplocher/Dropbox/KiCad/projects/AltmillSwitchRemote/AltmillSwitchRemote.kicad_sch,C3,,,,,,,,,Device:C_Polarized,Capacitor_SMD:CP_Elec_10x10,Capacitor_SMD:CP_Elec_10x10,Device:C_Polarized,,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=RES|VAL=10K|PKG=0603|TOL=5%|V=|A=|W=100MW|TYPE=,,RES,10k,"Resistor, US symbol",0603,5%,,,,/Users/jplocher/Dropbox/KiCad/projects/AltmillSwitchRemote,AltmillSwitchRemote,1bd8b3d8-a3c3-4c43-863b-ee4e1944ae69,/Users/jplocher/Dropbox/KiCad/projects/AltmillSwitchRemote/AltmillSwitchRemote.kicad_sch,R1,,100mW,,,,,,,PCM_SPCoast:R,SPCoast:0603-RES,SPCoast:0603-RES,PCM_SPCoast:R,,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=RES|VAL=330R|PKG=0603|TOL=5%|V=|A=|W=100MW|TYPE=,,RES,330R,"Resistor, US symbol",0603,5%,,,,/Users/jplocher/Dropbox/KiCad/projects/AltmillSwitchRemote,AltmillSwitchRemote,3f4e5499-a620-4987-9fdb-edee30c735c6,/Users/jplocher/Dropbox/KiCad/projects/AltmillSwitchRemote/AltmillSwitchRemote.kicad_sch,R8,,100mW,,,,,,,PCM_SPCoast:R,SPCoast:0603-RES,SPCoast:0603-RES,PCM_SPCoast:R,,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=UNK|VAL=WS2812B|PKG=WS2812B|TOL=|V=|A=|W=|TYPE=,,Unknown,WS2812B,,WS2812B,,,,,/Users/jplocher/Dropbox/KiCad/projects/AltmillSwitchRemote,AltmillSwitchRemote,0ca48a7c-b9d8-4957-84a8-c1ed242bfa9c,/Users/jplocher/Dropbox/KiCad/projects/AltmillSwitchRemote/AltmillSwitchRemote.kicad_sch,LED1,,,,,,,,,PCM_SPCoast:WS2812B5050,SPCoast:WS2812B,SPCoast:WS2812B,PCM_SPCoast:WS2812B5050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=LED|VAL=B|PKG=0603|TOL=|V=|A=|W=|TYPE=,,LED,B,,0603,,,,,/Users/jplocher/Dropbox/KiCad/projects/Brakeman-BLUE,Brakeman,1b41676f-8d5a-4f09-93c1-96567c59b987,/Users/jplocher/Dropbox/KiCad/projects/Brakeman-BLUE/Brakeman.kicad_sch,LED2,,,,,,,,,Brakeman-eagle-import:LED0603-LED,Brakeman:0603-LED,Brakeman:0603-LED,Brakeman-eagle-import:LED0603-LED,,,,,,,,,,,,C965807,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=RES|VAL=1K|PKG=0603|TOL=|V=|A=|W=|TYPE=,,RES,1k,,0603,,,,,/Users/jplocher/Dropbox/KiCad/projects/Brakeman-BLUE,Brakeman,493b0811-7211-4c1c-9a7d-d4adbef9b59b,/Users/jplocher/Dropbox/KiCad/projects/Brakeman-BLUE/Brakeman.kicad_sch,R1,,,,,,,,,Brakeman-eagle-import:R0603-RES,Brakeman:0603-RES,Brakeman:0603-RES,Brakeman-eagle-import:R0603-RES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=LED|VAL=R|PKG=0603|TOL=|V=|A=|W=|TYPE=,,LED,R,,0603,,,,,/Users/jplocher/Dropbox/KiCad/projects/Brakeman-RED,Brakeman,1b41676f-8d5a-4f09-93c1-96567c59b987,/Users/jplocher/Dropbox/KiCad/projects/Brakeman-RED/Brakeman.kicad_sch,LED2,,,,,,,,,Brakeman-eagle-import:LED0603-LED,Brakeman:0603-LED,Brakeman:0603-LED,Brakeman-eagle-import:LED0603-LED,,,,,,,,,,,,C965799,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=CAP|VAL=220UF|PKG=0810-CAP|TOL=|V=|A=|W=|TYPE=,,CAP,220uF,,0810-CAP,,,,,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32,Core-ESP32,1a3ed135-db91-4b46-b9c4-47f9d3493613,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32/IOConnections.kicad_sch,C1,,,,,,,,,Core-ESP32-eagle-import:CAP-POL0810,Core-ESP32:0810-CAP,Core-ESP32:0810-CAP,Core-ESP32-eagle-import:CAP-POL0810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=CAP|VAL=1.0UF|PKG=0603|TOL=|V=|A=|W=|TYPE=,,CAP,1.0uF,,0603,,,,,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32,Core-ESP32,78d79d23-75dc-4e74-9db2-08e3ffc60f18,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32/IOConnections.kicad_sch,C2,,,,,,,,,Core-ESP32-eagle-import:CAP0603,Core-ESP32:0603-CAP,Core-ESP32:0603-CAP,Core-ESP32-eagle-import:CAP0603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=CAP|VAL=10UF|PKG=0603|TOL=|V=|A=|W=|TYPE=,,CAP,10uF,,0603,,,,,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32,Core-ESP32,d733d900-1852-47b4-87ea-3efca49cb6c5,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32/IOConnections.kicad_sch,C3,,,,,,,,,Core-ESP32-eagle-import:CAP0603,Core-ESP32:0603-CAP,Core-ESP32:0603-CAP,Core-ESP32-eagle-import:CAP0603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=CON|VAL=RJ12/6|PKG=RJ25-INVERTED|TOL=|V=|A=|W=|TYPE=,,CON,RJ12/6,,RJ25-INVERTED,,,,,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32,Core-ESP32,017e1f9a-af5b-469b-a14a-81f06e79f61f,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32/IOConnections.kicad_sch,J4,,,,,,,,,Core-ESP32-eagle-import:CONNECTOR-RJ25-43860-2-MOLEX,Core-ESP32:RJ25-INVERTED,Core-ESP32:RJ25-INVERTED,Core-ESP32-eagle-import:CONNECTOR-RJ25-43860-2-MOLEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=CON|VAL=2MM|PKG=4P-2.0|TOL=|V=|A=|W=|TYPE=,,CON,2mm,,4P-2.0,,,,,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32,Core-ESP32,47cb634a-c08a-45b9-8e5e-497033208260,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32/IOConnections.kicad_sch,CON3,,,,,,,,,Core-ESP32-eagle-import:CONNECTOR-GROVE-4P-2.0-3470130P1,Core-ESP32:4P-2.0,Core-ESP32:4P-2.0,Core-ESP32-eagle-import:CONNECTOR-GROVE-4P-2.0-3470130P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=CON|VAL=0.100|PKG=1X05_LOCK|TOL=|V=|A=|W=|TYPE=,,CON,0.100,,1X05_LOCK,,,,,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32,Core-ESP32,55643cbf-8880-4d6c-8998-dfb4f0af7787,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32/IOConnections.kicad_sch,IO-A0,,,,,,,,,Core-ESP32-eagle-import:CONNECTOR-M05LOCK,Core-ESP32:1X05_LOCK,Core-ESP32:1X05_LOCK,Core-ESP32-eagle-import:CONNECTOR-M05LOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=CON|VAL=I2C|PKG=I2C-L|TOL=|V=|A=|W=|TYPE=,,CON,I2C,,I2C-L,,,,,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32,Core-ESP32,70234127-05f1-4d21-9935-400b45f97252,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32/IOConnections.kicad_sch,I2C0,,,,,,,,,Core-ESP32-eagle-import:CONNECTOR-I2CLEFT,Core-ESP32:I2C-L,Core-ESP32:I2C-L,Core-ESP32-eagle-import:CONNECTOR-I2CLEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=CON|VAL=0.100|PKG=1X06_LOCK|TOL=|V=|A=|W=|TYPE=,,CON,0.100,,1X06_LOCK,,,,,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32,Core-ESP32,780a5c0b-a424-4709-9bdc-2e8f351a95ac,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32/IOConnections.kicad_sch,IO-C0,,,,,,,,,Core-ESP32-eagle-import:CONNECTOR-M06LOCK,Core-ESP32:1X06_LOCK,Core-ESP32:1X06_LOCK,Core-ESP32-eagle-import:CONNECTOR-M06LOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=CON|VAL=0.100|PKG=1X04_LOCK|TOL=|V=|A=|W=|TYPE=,,CON,0.100,,1X04_LOCK,,,,,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32,Core-ESP32,c98e11b1-573e-4234-bfbe-302e6ba30d4f,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32/IOConnections.kicad_sch,I2CLED32,,,,,,,,,Core-ESP32-eagle-import:CONNECTOR-M04LOCK,Core-ESP32:1X04_LOCK,Core-ESP32:1X04_LOCK,Core-ESP32-eagle-import:CONNECTOR-M04LOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=CON|VAL=0.100|PKG=1X03|TOL=|V=|A=|W=|TYPE=,,CON,0.100,,1X03,,,,,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32,Core-ESP32,e8639db5-d30f-4449-9a84-d8f0365d3ee7,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32/IOConnections.kicad_sch,JP2,,,,,,,,,Core-ESP32-eagle-import:JUMPER-3PTH-LOCK,Core-ESP32:1X03,Core-ESP32:1X03,Core-ESP32-eagle-import:JUMPER-3PTH-LOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=CON|VAL=2.1MM|PKG=DCJ0202|TOL=|V=|A=|W=|TYPE=,,CON,2.1mm,,DCJ0202,,,,,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32,Core-ESP32,f4a08fe0-8d0d-4682-9a60-aee24d2e0589,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32/IOConnections.kicad_sch,J2,,,,,,,,,Core-ESP32-eagle-import:CONNECTOR-DC-POWER-RA,Core-ESP32:DCJ0202,Core-ESP32:DCJ0202,Core-ESP32-eagle-import:CONNECTOR-DC-POWER-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=DIO|VAL=7.5-12VDC|PKG=PWR_LABEL|TOL=|V=|A=|W=|TYPE=,,DIO,7.5-12vDC,,PWR_LABEL,,,,,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32,Core-ESP32,e6e9aece-0275-42fa-af42-e166a3d694ed,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32/IOConnections.kicad_sch,LABEL1,,,,,,,,,Core-ESP32-eagle-import:DOC-POWER_LABEL,Core-ESP32:PWR_LABEL,Core-ESP32:PWR_LABEL,Core-ESP32-eagle-import:DOC-POWER_LABEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=LED|VAL=G|PKG=0603|TOL=|V=|A=|W=|TYPE=,,LED,G,,0603,,,,,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32,Core-ESP32,e67a304c-b6cb-477f-950e-2155bc99a18f,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32/IOConnections.kicad_sch,LED1,,,,,,,,,Core-ESP32-eagle-import:LED0603-LED,Core-ESP32:0603-LED,Core-ESP32:0603-LED,Core-ESP32-eagle-import:LED0603-LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=RES|VAL=10K|PKG=0603|TOL=|V=|A=|W=|TYPE=,,RES,10k,,0603,,,,,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32,Core-ESP32,0844014e-150f-4c6b-9c1a-07c5f2376849,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32/LevelShifters.kicad_sch,R15,,,,,,,,,Core-ESP32-eagle-import:R0603-RES,Core-ESP32:0603-RES,Core-ESP32:0603-RES,Core-ESP32-eagle-import:R0603-RES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=RES|VAL=2K2|PKG=0603|TOL=|V=|A=|W=|TYPE=,,RES,2k2,,0603,,,,,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32,Core-ESP32,4dea52da-a302-417e-816c-4aa6f1124a47,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32/IOConnections.kicad_sch,R35,,,,,,,,,Core-ESP32-eagle-import:R0603-RES,Core-ESP32:0603-RES,Core-ESP32:0603-RES,Core-ESP32-eagle-import:R0603-RES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=UNK|VAL=BSS138|PKG=SOT|TOL=|V=|A=|W=|TYPE=,,Unknown,BSS138,,sot,,,,,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32,Core-ESP32,05fe12c8-e50e-45a7-960f-46d5d51f5efc,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32/LevelShifters.kicad_sch,Q4,,,,,,,,,Core-ESP32-eagle-import:MOSFET-N--?SOT23,Core-ESP32:SOT23,Core-ESP32:SOT23,Core-ESP32-eagle-import:MOSFET-N--?SOT23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=UNK|VAL=FIDUCIAL|PKG=FIDUCIAL_1MM|TOL=|V=|A=|W=|TYPE=,,Unknown,FIDUCIAL,,FIDUCIAL_1MM,,,,,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32,Core-ESP32,2d1bf572-3f7c-4718-b8f9-2542ba7eac92,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32/IOConnections.kicad_sch,FID-LR0,,,,,,,,,Core-ESP32-eagle-import:FIDUCIAL,Core-ESP32:FIDUCIAL_1MM,Core-ESP32:FIDUCIAL_1MM,Core-ESP32-eagle-import:FIDUCIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=UNK|VAL=WROOM32|PKG=ESP32-DEV|TOL=|V=|A=|W=|TYPE=,,Unknown,WROOM32,,ESP32-DEV,,,,,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32,Core-ESP32,3cd7fbc7-0dfc-4c7d-9ad7-d2b543ea9df4,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32/IOConnections.kicad_sch,MCU0,,,,,,,,,Core-ESP32-eagle-import:ESP32/DEV,Core-ESP32:ESP32-DEV,Core-ESP32:ESP32-DEV,Core-ESP32-eagle-import:ESP32/DEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=UNK|VAL=OSHW|PKG=OSHW-LOGO-L|TOL=|V=|A=|W=|TYPE=,,Unknown,OSHW,,OSHW-LOGO-L,,,,,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32,Core-ESP32,8bc691ef-e6e8-43bf-9694-234f5ec99992,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32/IOConnections.kicad_sch,OSHW1,,,,,,,,,Core-ESP32-eagle-import:OSHW-LOGOL,Core-ESP32:OSHW-LOGO-L,Core-ESP32:OSHW-LOGO-L,Core-ESP32-eagle-import:OSHW-LOGOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=UNK|VAL=BOARD|PKG=BOARD-DINRAIL-3.17IN-IOB|TOL=|V=|A=|W=|TYPE=,,Unknown,BOARD,,BOARD-DINRAIL-3.17IN-IOB,,,,,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32,Core-ESP32,96e14e7f-67fd-43eb-9ffa-cb1bb1e047ec,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32/IOConnections.kicad_sch,BOARD0,,,,,,,,,Core-ESP32-eagle-import:BOARD80X100-IOB,Core-ESP32:BOARD-DINRAIL-3.17IN-IOB,Core-ESP32:BOARD-DINRAIL-3.17IN-IOB,Core-ESP32-eagle-import:BOARD80X100-IOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=UNK|VAL=CJ7805|PKG=TO-252|TOL=|V=|A=|W=|TYPE=,,Unknown,CJ7805,,TO-252,,,,,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32,Core-ESP32,da65da31-bbe9-43c0-81ff-8bbfad86a332,/Users/jplocher/Dropbox/KiCad/projects/Core-ESP32/IOConnections.kicad_sch,VR5.0,,,,,,,,,Core-ESP32-eagle-import:VREG-?-DPAK,Core-ESP32:TO-252,Core-ESP32:TO-252,Core-ESP32-eagle-import:VREG-?-DPAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=CAP|VAL=10UF|PKG=1206|TOL=|V=50V|A=|W=|TYPE=,,CAP,10uF,,1206,,,,,/Users/jplocher/Dropbox/KiCad/projects/Core-wt32-eth0,Core-wt32-eth0,19d4051e-ebfb-46b3-9786-9780bc6e65b4,/Users/jplocher/Dropbox/KiCad/projects/Core-wt32-eth0/Core-wt32-eth0-Programmers.kicad_sch,C16,,,,,X5R,50V,,,SPCoast:C,SPCoast:1206-CAP,SPCoast:1206-CAP,SPCoast:C,,,,,,,,,,,,C13585,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=CAP|VAL=0.1UF|PKG=0603|TOL=|V=50V|A=|W=|TYPE=,,CAP,0.1uF,,0603,,,,,/Users/jplocher/Dropbox/KiCad/projects/Core-wt32-eth0,Core-wt32-eth0,2501c5da-43d8-4d37-ad6e-d8a8aa085996,/Users/jplocher/Dropbox/KiCad/projects/Core-wt32-eth0/Core-wt32-eth0-Programmers.kicad_sch,C13,,,,,X5R,50V,,,SPCoast:C,SPCoast:0603-CAP,SPCoast:0603-CAP,SPCoast:C,,,,,,,,,,,,C3853265,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=RES|VAL=2.2KΩ|PKG=0603|TOL=5%|V=|A=|W=100MW|TYPE=,,RES,2.2kΩ,"Resistor, US symbol",0603,5%,,,,/Users/jplocher/Dropbox/KiCad/projects/Core-wt32-eth0,Core-wt32-eth0,29ebe76b-c99f-4f34-afed-df6e88816616,/Users/jplocher/Dropbox/KiCad/projects/Core-wt32-eth0/Core-wt32-eth0-MCU.kicad_sch,R4,,100mW,,,,,,,SPCoast:R,SPCoast:0603-RES,SPCoast:0603-RES,SPCoast:R,,~,,,,,,,,,,C25992,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=RES|VAL=10KΩ|PKG=0603|TOL=5%|V=|A=|W=100MW|TYPE=,,RES,10kΩ,"Resistor, US symbol",0603,5%,,,,/Users/jplocher/Dropbox/KiCad/projects/Core-wt32-eth0,Core-wt32-eth0,344f3865-a7f7-4551-b022-c0bf997ca372,/Users/jplocher/Dropbox/KiCad/projects/Core-wt32-eth0/Core-wt32-eth0-Programmers.kicad_sch,R6,,100mW,,,,,,,SPCoast:R,SPCoast:0603-RES,SPCoast:0603-RES,SPCoast:R,,~,,,,,,,,,,C4118381,,,,,,,,,,,,,,,,,,
COMPONENT,REQ1|CAT=RES|VAL=1KΩ|PKG=0603|TOL=5%|V=|A=|W=100MW|TYPE=,,RES,1kΩ,"Resistor, US symbol",0603,5%,,,,/Users/jplocher/Dropbox/KiCad/projects/Core-wt32-eth0,Core-wt32-eth0,72268aa0-eb9a-4fb1-8ca7-0ab6356a0061,/Users/jplocher/Dropbox/KiCad/projects/Core-wt32-eth0/Core-wt32-eth0-MCU.kicad_sch,R3,,100mW,,,,,,,SPCoast:R-H,SPCoast:0603-RES,SPCoast:0603-RES,SPCoast:R-H,,~,,,,,,,,,,C25585,,,,,,,,,,,,,,,,,,
